MGRA,length,intcount
260,465.9637638021353,1
261,1872.739680229146,1
262,852.6142085836913,1
263,541.2822641705122,0
264,959.9655306120696,2
265,372.08061485659823,1
266,746.1293852173166,1
267,4049.2599813299466,6
268,877.6608057008489,1
269,1170.080063020276,1
270,1241.7542215216233,1
271,1949.0368221206777,2
272,747.8312053875404,0
273,916.6709202770235,2
274,1089.7518677251946,0
275,339.73353161056025,1
276,2447.835037521146,1
277,450.7171321257274,1
278,1972.8320343323437,4
279,481.794913708645,0
280,727.8926101588921,2
281,989.960370530212,0
282,1103.3056734717995,1
283,850.5124585563423,2
284,1731.9878509111236,4
285,5855.757501653618,9
286,3801.837266540291,7
287,6387.846893876904,7
288,1059.2206334814382,3
289,1141.7515835789552,2
290,411.07440728224304,0
291,0.0,0
292,1031.2055911927785,2
293,747.8717585737877,2
294,1265.095778267775,2
295,208.74477766213312,1
296,2434.3403044955917,6
297,3220.82004406379,5
298,835.849101207856,2
299,744.8090146591958,1
300,1193.9808871247378,3
301,1575.7399854663593,5
302,575.1023597797966,0
303,2427.2096982067615,4
304,258.8771283162319,1
305,822.4592973861593,2
306,1536.109513364196,2
307,1869.4331863038412,1
308,7949.646341082816,11
309,1079.912912850639,0
310,967.9674749265863,1
311,1841.622404434069,1
312,2646.2944557805586,9
313,609.7241486129205,2
314,849.279503920974,0
315,721.258115250595,0
316,1144.9409594953572,1
317,917.9866034828167,1
318,961.3387151889858,1
319,1244.6477226031532,3
320,1487.8803382950223,3
321,1446.6856063583086,4
322,1202.4205613255604,1
323,499.6389792100229,0
324,3518.9616738851896,5
325,569.6475008250055,1
326,2864.8322345004294,6
327,1331.2730983513366,0
328,2227.4585704313286,3
329,2308.4723029920942,1
330,760.9436998782364,0
331,379.80340957108695,0
332,647.3331047591641,0
333,3089.414733134738,4
334,2374.6462858525456,2
335,1230.7154959449072,3
336,945.2127901151662,0
337,1619.032546257179,2
338,500.4076950440844,1
339,1230.5274812800003,2
340,344.2661500140786,1
341,1437.1440325105746,1
342,773.3777608603175,0
343,2339.82259028646,0
344,1346.2218090551469,2
345,12581.780913717912,50
346,2434.6168282450985,4
347,9688.057749901467,14
348,1358.807672760989,1
349,754.9741554640248,0
350,2649.852657632097,4
351,537.5915388237181,0
352,46.178067759412755,0
353,1904.0410430018528,3
354,259.1549522524929,3
355,1386.5987375941588,1
356,1064.308943242487,1
357,1243.3343614386856,1
358,454.92581255932123,1
359,349.3312368666213,0
360,826.897818871535,0
361,1220.357827011755,2
362,689.243265302928,1
363,4628.773087047785,3
364,1999.893015489272,3
365,3046.109104121288,2
366,642.0835029591467,2
367,3198.01727240857,3
368,355.2750326932996,1
369,727.0574227331654,0
370,479.6473477631038,1
371,936.1091212110642,0
372,1043.0852207952253,1
373,1116.119008136914,3
374,943.6409646303108,2
375,1034.3246527024246,1
376,508.0238790588752,1
377,590.6117121925408,1
378,1643.1290254211863,1
379,396.16449854948786,2
380,4246.125762723845,7
381,9125.18022689802,3
382,1938.3569082147455,7
383,1338.1278430566742,4
384,1875.3949815216317,3
385,3005.2206939090506,3
386,501.1681438593357,0
387,130.8858827559784,0
388,1028.3202881838108,2
389,1103.4909772547994,1
390,2478.717983024006,8
391,1336.0955956167907,1
392,669.7017941379836,1
393,1822.7085740572504,3
394,470.92388334679373,1
395,3183.752168407287,4
396,307.2683377870437,1
397,1516.4233145630903,2
398,2538.2890444350237,5
399,6165.502297749818,11
400,811.5733124791855,2
401,806.9026068633767,0
402,1660.1120754977808,2
403,2078.4575867555914,5
404,831.6148835138058,3
405,919.2781282164351,0
406,3409.3137445517814,8
407,375.85976838267663,0
408,2272.6491353448046,1
409,352.84853372841894,0
410,7122.018984076522,14
411,222.7528871428641,1
412,589.4544197183754,0
413,1457.2833660275337,3
414,773.4011669733463,1
415,1288.6620361424275,2
416,1404.75905028133,4
417,1152.2004731331597,1
418,774.5964317043049,1
419,2809.58506560501,4
420,1120.704963680261,1
421,607.201563148915,1
422,951.6109986732909,0
423,1054.9475744761696,2
424,1897.5051577353947,2
425,589.8319654844927,0
426,1387.7115146494077,2
427,2842.126474036085,4
428,968.0323022769924,1
429,2219.5350160716803,2
430,1186.6623743790506,0
431,375.70129538053914,1
432,1032.3455854418717,1
433,843.7621806966731,1
434,472.9137693878871,1
435,685.2114169771712,2
436,979.0168316594254,1
437,865.7502280949287,0
438,1964.3000948478525,3
439,407.6519796350054,1
440,132.67286094779365,1
441,1421.6738778203178,0
442,1396.599076057861,1
443,1688.000419180299,3
444,2100.3095186419887,1
445,1613.0566397337702,2
446,1318.9901400706435,3
447,1301.7954929636312,1
448,1037.3861779693061,1
449,1005.0118163492497,1
450,1640.668896208365,2
451,659.2837706701625,1
452,323.2933812045403,0
453,459.47019651679955,3
454,1359.5245935609046,0
455,1506.9455017463645,2
456,1165.9186034458485,2
457,1018.8219838196096,2
458,2372.545152409216,2
459,918.634831214693,0
460,1528.429644985616,2
461,1740.7163374127274,1
462,413.6706907828338,0
463,1296.414614491319,3
464,3611.580695927048,3
465,1009.7699719228237,2
466,1705.6318607890353,2
467,659.6144574603827,1
468,826.8404649937273,2
469,746.338771418534,0
470,546.3501782356775,1
471,269.4290382417859,1
472,0.0,0
473,1141.2319609310964,3
474,1402.5655502435618,2
475,652.378459938949,1
476,516.1909013415215,0
477,1366.643032157527,6
478,728.9648292384385,0
479,636.9804372682388,1
480,870.9053589278024,2
481,813.3685970935197,0
482,5013.8349359582935,9
483,2705.822996716928,0
484,0.24649294189840898,0
485,1423.2278795079,1
486,2279.6085767756117,3
487,3669.3328891960364,1
488,4161.070414525349,3
489,1688.1823244239515,5
490,862.4674863546322,1
491,1169.9149942303275,2
492,4542.73385734319,8
493,1340.137559973474,4
494,761.5575890674453,3
495,1372.00990992773,4
496,378.01336677137124,0
497,2286.077982799,2
498,210.70870004981973,0
499,2139.627745570761,1
500,1534.914081364625,3
501,2548.3704860229873,2
502,1813.8806863152251,2
503,958.6857917713693,2
504,618.2044084434448,0
505,973.8513005349222,2
506,958.7940285616835,2
507,381.6685919599253,0
508,166.0385634330652,0
509,708.8855835716747,2
510,1179.569112472842,0
511,632.3680555724811,0
512,1019.235363200215,2
513,3257.7979639607543,5
514,2709.2395743099287,6
515,336.6558365321953,1
516,1230.3109297204396,1
517,7485.03304454456,8
518,1388.691067092604,3
519,547.8121826874319,0
520,566.7628593550095,1
521,374.1716872540696,0
522,480.6997978465515,1
523,1049.3843773789251,0
524,523.2619465447624,1
525,437.75887556138827,1
526,166.23763715588498,0
527,720.760165084444,1
528,1084.4786623764066,1
529,870.823915218234,2
530,1938.6337914759974,3
531,1796.8666475740315,0
532,958.3884640386841,1
533,627.2497708952778,1
534,2429.670947731705,5
535,1221.5697975697767,1
536,811.02078146415,2
537,741.026012689036,1
538,2049.548627145363,4
539,1679.5940637597773,3
540,1056.9942445832608,1
541,953.3820134639379,2
542,1639.65441463318,2
543,1321.3532849103906,4
544,721.0097751518476,2
545,2300.228230019861,1
546,795.5294592446108,2
547,1058.942968340196,2
548,1463.0430265606217,5
549,595.6122394764038,0
550,1086.5945527051654,1
551,582.2459240678008,0
552,4287.866527154849,3
553,86.87232187334388,1
554,1254.5071269193727,1
555,1803.3607463741985,1
556,2278.8937440648774,2
557,800.1216706305779,1
558,3091.743554345268,6
559,527.3413480587359,1
560,305.1538054861708,1
561,632.0388990799644,0
562,642.5415719209136,1
563,1036.7439361143183,1
564,668.9052497460405,1
565,225.76815444438293,1
566,2349.7509329924133,3
567,646.9249840859142,1
568,1656.9159130944477,3
569,2081.200875519749,1
570,773.5624641465897,1
571,1034.3124156922595,1
572,1583.449501075691,2
573,1127.206606484399,1
574,987.8275754947817,3
575,908.646214765195,3
576,624.3705619449898,1
577,985.2898992422388,3
578,1512.2719238487946,1
579,3773.220200688536,6
580,565.673892530639,0
581,1349.4670838387863,1
582,837.1125931962158,0
583,1028.5761280297131,1
584,836.2039364659919,0
585,903.6305875519641,1
586,590.7826212451444,1
587,867.1842651847029,2
588,3166.115039827301,1
589,1663.9696656890012,4
590,1825.875630537905,2
591,613.4363887354418,0
592,2437.7561030157303,2
593,0.0,0
594,880.0696792375898,1
595,1621.232905074771,1
596,970.1921723496587,2
597,809.3126850062973,0
598,7.383307755048255,1
599,1141.3727238502731,2
600,1776.324628025905,1
601,531.5663040006667,0
602,329.84890372573767,0
603,375.1397768226628,0
604,544.3898577929938,1
605,2466.0900529664696,3
606,1722.712816774662,4
607,1884.1315557544483,2
608,0.0,0
609,1091.712093969962,2
610,685.7762595288154,1
611,3338.062516271813,2
612,537.9827639610443,0
613,562.0622427617109,1
614,1060.7526992414366,3
615,907.3878535626778,2
616,869.4789647780217,2
617,2378.2533208244217,4
618,580.3938226919784,1
619,949.9638503332133,1
620,1209.6198962012443,2
621,706.6672500476935,0
622,2097.2415815218706,2
623,757.7011311742283,1
624,4025.382605787693,1
625,4584.034867983753,2
626,458.8654179745439,1
627,1583.849775474887,2
628,1250.3365765654926,2
629,1776.2233429709167,4
630,4185.409258566273,6
631,1174.2680975938663,3
632,2218.7884419351517,4
633,1666.6278518675742,1
634,722.3496593923336,2
635,660.8828190686735,1
636,627.5639142191167,2
637,364.2594962957535,0
638,975.2312353596699,2
639,729.0640340223628,1
640,1347.980923837256,3
641,755.2880682821223,1
642,441.35521594887075,1
643,1227.946902136316,3
644,1561.261164302814,0
645,754.460402473446,5
646,647.4219049481984,0
647,3041.609337497218,3
648,1047.7255276044098,2
649,598.1335230139354,0
650,20.583248132317777,0
651,1639.9928069491518,2
652,949.1162398599034,1
653,1193.3017019133317,4
654,1047.3045565650477,1
655,1186.7538880921015,3
656,3590.765115379106,2
657,523.7746790482072,3
658,1342.6944356173924,1
659,3912.498972324374,2
660,1000.0744124854793,1
661,1767.641380772721,4
662,1126.8490856248948,0
663,193.8922019372306,1
664,944.6246313637766,3
665,575.9816828860974,0
666,674.3052340191966,1
667,926.1666321502438,1
668,1291.8034730023946,1
669,1919.0487196133824,3
670,658.9603353483324,1
671,725.0671812700031,1
672,1368.1964553442735,2
673,2075.008943231943,2
674,1317.5193559304726,1
675,1173.2002731474943,0
676,4723.747135021559,5
677,567.0866932019393,1
678,1114.0726738982246,2
679,856.9792630159561,1
680,2161.4346417546467,4
681,679.330723488752,3
682,193.27117733137598,0
683,673.4590993419629,1
684,1899.6494576585412,2
685,3451.9993631506786,1
686,5191.229539341841,7
687,1392.6300579356737,5
688,1423.6837910188203,2
689,594.1308455713704,1
690,3556.6340010070207,3
691,776.501995723656,1
692,861.3663660871407,0
693,1873.3342416066773,2
694,1339.6456984893402,2
695,810.5702774916948,3
696,1498.0093744316055,5
697,1597.4557381739487,2
698,1281.120376823953,1
699,595.7774383462342,1
700,2081.936991737198,2
701,584.0115971605169,1
702,191.60979650191845,0
703,710.7502534129483,1
704,620.3257979020095,1
705,1793.6320497404092,2
706,4872.937064666629,6
707,1032.8469561502975,4
708,344.2891767161818,1
709,623.9329602496358,0
710,2488.7906829298545,5
711,1719.4190737615475,3
712,906.227839019108,2
713,1557.6337029230285,2
714,1297.6464246557848,2
715,970.7089161995191,2
716,935.837821023256,0
717,1808.4609945890097,3
718,1424.4097519657776,2
719,787.5004395503494,2
720,1840.8185582851465,4
721,820.6415961432368,2
722,1131.9350362184173,2
723,2391.711084376811,3
724,700.656139611094,2
725,3556.46262124179,7
726,1455.5077719049386,2
727,1044.5978675033202,1
728,654.4545415917721,1
729,1063.0804530879711,2
730,959.9015373150323,1
731,1040.8019606639923,1
732,413.96919333588306,0
733,897.7442533550203,1
734,1376.3150377088205,1
735,1231.3672872323557,2
736,290.4911325538774,0
737,683.1965396894756,0
738,367.18318473588874,1
739,373.47325783991005,0
740,1616.7075784653166,2
741,838.0112916726074,1
742,1735.8848756043976,1
743,3147.3613204603316,3
744,284.26986544831124,0
745,1171.9950678946907,2
746,234.28511854588805,1
747,831.2138622743188,1
748,2348.41864710449,4
749,706.4011780912454,2
750,661.0004942774027,0
751,487.1145832639405,1
752,959.4312168179894,1
753,1097.647462234835,1
754,301.2754910479075,0
755,711.6291881315634,1
756,1749.6433780141597,2
757,931.8995979133664,1
758,2038.4542332493393,2
759,0.0,0
760,361.99598545783977,0
761,1340.24111072249,2
762,1226.5320737519194,0
763,660.0457653025269,1
764,28.563349756577697,0
765,681.4461167009076,0
766,1948.0956285582974,1
767,1565.7254334248407,3
768,1041.6828201933345,2
769,686.7927443121214,0
770,81.46609377183822,2
771,1596.7710126559894,2
772,723.5371135722584,1
773,608.1726033762154,0
774,5016.158508124247,6
775,603.4307845456788,1
776,1040.0502955661286,1
777,843.1989736238414,2
778,1500.069759147244,1
779,1765.487229281834,1
780,1026.4006946765435,2
781,1042.5124210439044,2
782,3446.320323734568,6
783,1681.4046131664727,3
784,1034.046275803745,1
785,3331.1178561170773,8
786,339.7484400762646,0
787,837.9906918934054,0
788,949.1924242041307,2
789,3867.01389546478,5
790,1506.658774171557,2
791,531.9628318221763,1
792,377.5492894557142,0
793,4596.1035297315375,6
794,2154.567057921685,2
795,552.2344884434567,0
796,795.7187634153786,1
797,693.1677877083074,0
798,616.3276243137807,0
799,985.8755798772488,1
800,1035.1523148669942,1
801,1071.7626372187783,1
802,2622.263174434444,4
803,1021.9593666146925,3
804,716.3372826536108,2
805,1246.135806717795,1
806,809.687121422647,1
807,300.5631803289614,2
808,703.8206381375005,0
809,390.833688587634,0
810,2245.529779874011,1
811,665.9243846496304,1
812,1546.5040148915396,4
813,284.61990079915654,0
814,1174.623475215272,1
815,647.713661598979,0
816,661.3617640979671,1
817,1760.213621391234,2
818,3161.2472068572783,2
819,1004.3841810985233,0
820,67.55608056085048,0
821,771.5359840904827,0
822,432.9465817510689,2
823,2374.8145969451616,2
824,1793.1909739494117,2
825,914.4002910424077,2
826,876.097603042271,0
827,2888.5869160180573,10
828,1558.8936101082083,2
829,2366.476346412347,6
830,1199.7029682438476,1
831,1882.5703637925794,2
832,2812.9325467724398,5
833,895.5366822273566,1
834,1030.6812057051707,1
835,617.606042237997,1
836,870.2574253925113,1
837,4497.872528614354,8
838,1592.81508447379,2
839,328.7699726935975,0
840,1436.2567008769852,3
841,83.25413373965633,0
842,2365.01981721692,5
843,1675.9615512109172,1
844,843.5499195514737,1
845,6887.403587423365,10
846,1400.5761151476052,3
847,1281.5958183658852,2
848,1340.6221965088132,3
849,1651.6065426338764,3
850,798.1311475391922,2
851,1530.0468041577074,2
852,1430.0807977224736,0
853,988.0901386144415,1
854,861.3230791738138,1
855,1286.6669055940538,2
856,359.8613618863352,1
857,6542.686299903397,12
858,1900.486203024285,2
859,624.3524258439462,1
860,429.7002040390522,1
861,337.4874088340693,2
862,5004.603446411522,3
863,1048.9378159760095,0
864,1169.1503336672477,3
865,1179.6385924568337,1
866,196.27256539929033,0
867,738.6395128736953,1
868,991.4492679269923,1
869,8694.993963430717,10
870,439.18215809833237,0
871,471.2670395206421,1
872,447.67387612292225,0
873,1117.0295496831359,2
874,1063.9766239107473,0
875,1542.6983649950319,3
876,3918.432796933565,6
877,1171.6718312355656,1
878,1073.1469341994423,1
879,637.7566972931036,1
880,323.01248438659024,0
881,380.8331498740084,0
882,347.41699298778764,0
883,1500.3698777546886,0
884,1048.060782719739,1
885,947.7879292798576,2
886,603.9935427093569,2
887,1671.086497957763,4
888,407.1803418442629,1
889,3016.9914499461615,5
890,5003.602780444948,7
891,564.234791912527,0
892,1494.1583182438492,3
893,1299.6214093150052,2
894,1480.0087250743927,2
895,199.33433663519043,3
896,965.7627162099217,2
897,1543.606366986929,5
898,523.9652870445664,1
899,946.8796656927605,2
900,1891.2093533046382,1
901,1326.1518683675786,1
902,1516.499235727233,2
903,1889.2794049220076,5
904,1527.368052135473,7
905,2240.6544706775835,2
906,2233.960915488693,3
907,1315.5364740102248,1
908,3999.6085694710137,4
909,1183.6120033269922,1
910,1282.703134677015,2
911,2059.303306424543,4
912,1506.0706366860168,2
913,482.64163204867225,0
914,655.1214454265888,2
915,995.6807627147934,1
916,2268.096229146366,2
917,1100.8317424298539,2
918,2246.11234337661,4
919,6611.116399477143,6
920,385.3830078217606,1
921,970.0808262297402,2
922,2745.9936339157643,3
923,471.29907518359164,2
924,1143.2504110989867,0
925,211.05169689318973,1
926,1477.726995569498,1
927,3179.6510938424963,5
928,1315.8270268608717,1
929,3527.82533688688,7
930,14870.04621662457,13
931,554.4745369129004,1
932,519.7660115499856,1
933,909.7536382711882,1
934,661.8875259220436,1
935,1115.35174654245,3
936,1072.9519607434088,2
937,3196.5633871930736,6
938,957.556117888541,1
939,1325.497478280998,2
940,828.1793678248675,1
941,639.0051022220675,2
942,264.7228560768402,1
943,924.1719093784342,0
944,756.6889900916146,1
945,1873.8738954033618,2
946,589.0314473662473,0
947,988.3923529977981,2
948,1984.0321013368698,3
949,1291.5267960565031,4
950,428.60602680245745,0
951,677.3122243959388,0
952,384.2757849679305,1
953,734.2747492853542,2
954,2359.083061990783,3
955,198.84373361352903,0
956,4848.847082722645,9
957,705.0217905228119,2
958,732.5413962469397,0
959,549.9501308653364,2
960,793.1316859719873,2
961,530.9688996345872,1
962,347.9529306662652,0
963,419.0115485513685,1
964,509.5740344475118,0
965,379.37034764282794,0
966,873.3849714070835,3
967,1157.3504865917807,6
968,260.8882558316417,1
969,772.1707580848595,2
970,2741.775203040793,3
971,529.8444306200372,1
972,1572.4761187741,3
973,368.61646974720514,0
974,1433.9685386066465,3
975,0.0,0
976,2384.611765641318,2
977,846.5467683070269,1
978,707.8109140239048,2
979,1167.408566652184,2
980,1281.7441148432574,6
981,1257.8141595335258,3
982,359.52682271771795,1
983,179.72694723393454,1
984,671.0164760487663,1
985,1382.8563459644024,2
986,1103.8978770590875,2
987,533.4604599829696,1
988,970.2453771438384,1
989,1172.0507492713646,1
990,2284.2256734963885,6
991,618.4086141268937,1
992,2583.7746827637684,2
993,917.1175060013117,1
994,819.894315982707,1
995,2216.250177414328,2
996,1258.7052163113012,2
997,1114.651722906161,1
998,571.739047123057,1
999,1984.2810756732692,4
1000,1059.439955560466,3
1001,1772.170315269557,4
1002,539.7327546450579,0
1003,830.6152908366771,0
1004,2099.902144312832,2
1005,4288.217472463186,3
1006,1272.2978782331215,3
1007,1058.2614241947472,1
1008,2421.6809702964206,3
1009,359.26724088254764,0
1010,2566.7932923072817,3
1011,960.3888777578986,0
1012,929.5096286697676,4
1013,949.2478995686071,2
1014,371.7444323887014,0
1015,911.97137183658,1
1016,724.6017906364245,2
1017,839.1485202825164,1
1018,2396.2077509003325,2
1019,0.0,0
1020,663.7053262749679,2
1021,874.1604273348108,2
1022,395.53699867854806,3
1023,2686.45356854471,1
1024,1037.349008550335,1
1025,1124.9471140034307,2
1026,1045.1676576259147,3
1027,1596.8275779258533,0
1028,846.6267646000492,1
1029,215.67219088057033,0
1030,289.47462965795,0
1031,454.99948603367,1
1032,217.45955055126723,1
1033,6598.64747810361,8
1034,1032.2301537821957,1
1035,3866.5598153111246,7
1036,737.7565669343269,0
1037,1384.8923506619856,5
1038,325.5678007178144,0
1039,5745.78071554436,2
1040,795.031709315108,3
1041,636.8094529764683,0
1042,1219.8870084056707,4
1043,1600.775811948115,2
1044,1058.2640087193708,0
1045,1104.6585391519675,2
1046,1009.0128834174612,0
1047,408.32483383143204,3
1048,1318.476897026696,1
1049,1214.7002151380905,2
1050,415.7795975495605,1
1051,337.7326351187787,1
1052,816.7624660946282,3
1053,388.6668344191955,0
1054,409.82056258754665,0
1055,1688.1602943385271,0
1056,1053.3453681610422,3
1057,1662.5891103251001,1
1058,1806.582003654417,1
1059,2196.2835526486797,3
1060,1605.155566894281,3
1061,1965.4544006422216,4
1062,632.4276280750014,1
1063,762.590160877618,1
1064,1367.4073450539393,1
1065,1887.6397866897198,3
1066,1746.244964767465,4
1067,2432.6006552618223,4
1068,40.69313142917261,0
1069,1865.750465676564,2
1070,3505.7227840795895,4
1071,5002.9219424822795,5
1072,1778.2381240548839,3
1073,1159.9316422337583,2
1074,1306.2741007985,3
1075,2323.592981030787,3
1076,1720.992990080111,1
1077,2257.595236032833,3
1078,876.286616988258,1
1079,315.5033581643209,2
1080,1992.6113091102284,3
1081,629.9094137567554,1
1082,732.5406127751776,2
1083,2747.1284764299953,1
1084,258.09109301544424,0
1085,1605.395104240144,2
1086,3548.8953910373198,5
1087,1227.7522235948293,5
1088,1222.6294313742096,3
1089,727.2771263163213,1
1090,112.06563222624992,0
1091,863.3957409903562,0
1092,1099.8067861541545,0
1093,1203.8243840367647,1
1094,629.4115409129431,0
1095,1747.118007193393,2
1096,522.7377500255475,1
1097,4065.0136217095333,7
1098,0.0,0
1099,1890.172098967169,2
1100,2895.4697621242253,4
1101,1544.001543113376,1
1102,1426.1253056094256,1
1103,1983.987923184905,5
1104,713.3290284196316,0
1105,2323.177590405362,3
1106,313.3623944451547,0
1107,2026.2330218480213,5
1108,1717.875726041144,3
1109,972.5885112918759,3
1110,1156.927881882148,1
1111,1356.0120708706054,5
1112,245.28026290700302,0
1113,811.9229704324291,1
1114,549.6358849384889,1
1115,1489.87707700552,1
1116,1136.3065611193497,1
1117,1006.622936694533,2
1118,2850.2925050743024,2
1119,2025.5508133128683,1
1120,716.1565655795636,1
1121,687.3507505919443,1
1122,1581.8607399193756,3
1123,658.1554732158738,1
1124,0.0,0
1125,173.378055727245,0
1126,1010.3172158632951,2
1127,1058.914196139519,2
1128,899.3414093777126,1
1129,124.38326771812712,1
1130,1034.9085587929226,2
1131,3640.645402231508,3
1132,2095.7192646020717,3
