MGRA,length,intcount
3771,3095.6738774315236,3
3772,73.77227906666639,3
3773,6878.880956672788,4
3774,463.8931921723533,4
3775,1819.6560152107822,3
3776,2357.1993334904437,0
3777,4024.421739404115,2
3778,3729.125207265633,4
3779,0.0,0
3780,2313.5700451267885,2
3781,0.0,0
3782,2144.9654935709964,2
3783,2625.665592134692,3
3784,1635.229497298742,0
3785,6357.617976744467,8
3786,16307.855541517885,9
3787,39928.02579295361,5
3788,38.00102129064268,0
3789,3621.7733265314937,14
3790,843.8627614085635,0
3791,5079.774532512618,6
3792,2484.1323035403498,6
3793,663.2068428807845,0
3794,525.768375492428,0
3795,649.3664503379811,1
3796,1950.903487445286,3
3797,505.76161978911796,0
3798,976.3481308562077,0
3799,454.08801727250756,1
3800,1766.3108716719887,4
3801,2090.878253123013,2
3802,3122.1425044339267,1
3803,691.0373294278808,1
3804,760.5746701487146,1
3805,996.9809875220003,2
3806,277.19712561617746,0
3807,804.6239054665567,0
3808,3945.4087443781314,5
3809,878.224606089704,1
3810,1479.6053876314775,1
3811,1194.92738446468,0
3812,1463.2170541338733,1
3813,590.3389545742987,0
3814,0.0,0
3815,0.0,0
3816,971.9360233573916,1
3817,5840.9387332694605,9
3818,5513.008143006875,5
3819,6092.429157901229,13
3820,3864.9004726119697,5
3821,8670.862436927024,18
3822,2926.465212478142,6
3823,753.651731107367,2
3824,1632.2701559630625,4
3825,6105.278327601473,17
3826,3385.3215460597216,3
3827,5178.395484521788,12
3828,4362.592877448353,7
3829,3180.2578690976175,3
3830,1414.5279947665836,1
3831,0.0,0
3832,725.0355503527163,1
3833,1059.6353865812125,1
3834,1485.4977245774824,1
3835,358.28088797001124,0
3836,2171.7741930436346,2
3837,0.0,0
3838,18085.89527549546,3
3839,88.45754518132945,0
3840,3343.803025458993,0
3841,7557.3907905970145,1
3842,1518.4797590251392,0
3843,0.0,0
3844,3778.5233144454605,1
3845,415.3508878796367,1
3846,1277.381953308515,2
3847,412.3390662421359,0
3848,3211.4202885803556,6
3849,1775.6704028217287,3
3850,2385.215982800977,4
3851,1695.47979998017,1
3852,744.4850099235092,1
3853,934.8814839047693,0
3854,750.0344855779105,0
3855,1211.140621469563,2
3856,148.81083438605862,0
3857,551.8307262282315,1
3858,335.48663711598095,1
3859,1092.9250157756674,0
3860,1399.4516466987584,2
3861,29.220045773563854,0
3862,3472.3882468587044,7
3863,1648.347635396321,1
3864,1140.7792143256117,1
3865,1547.7303931251977,0
3866,2546.860535913173,3
3867,407.90533436877854,0
3868,644.929120114195,1
3869,564.9758501532779,1
3870,247.77289123636285,1
3871,420.1782914477819,0
3872,430.14318334151875,1
3873,806.3776134941949,2
3874,1675.0159835097818,0
3875,968.648082669564,1
3876,1764.634992854048,3
3877,1909.791956841748,3
3878,0.0,0
3879,0.0,0
3880,3769.4814024328334,1
3881,3530.94184010448,4
3882,1602.8425732663704,2
3883,337.94703913597414,0
3884,2515.0991874646966,3
3885,2337.122379774665,1
3886,2100.6186058498615,5
3887,1038.8403832738586,0
3888,68.55459786825034,1
3889,0.0,0
3890,661.4617648690246,0
3891,189.76763923620703,1
3892,521.5413008101491,1
3893,208.01192438568086,1
3894,0.0,0
3895,300.1724644929558,0
3896,206.90857221222944,0
3897,80.26062277191079,0
3898,351.21243804413274,0
3899,159.12166021979755,1
3900,356.6362528748001,1
3901,0.0,0
3902,88.63155254857125,0
3903,168.25339482544624,0
3904,248.0955043055153,1
3905,176.70912315331242,1
3906,220.04983674894248,0
3907,190.44962481402584,1
3908,0.0,0
3909,21.385259833941337,1
3910,188.1365844959998,1
3911,82.0551578029131,0
3912,12.555326554222537,0
3913,0.0,0
3914,292.72592952932575,2
3915,319.4545835397299,2
3916,5711.8536336096195,4
3917,1123.3650478894976,2
3918,3057.4699444500984,4
3919,2435.4539766330226,5
3920,4366.975949428758,4
3921,385.1697135172668,0
3922,8412.187217555565,9
3923,236.20760006986706,0
3924,2666.9714889671977,1
3925,5951.538148531657,8
3926,561.5368625913436,1
3927,0.0,0
3928,0.0,0
3929,280.7805102203884,1
3930,1779.0247778069518,4
3931,0.0,0
3932,984.3060254323564,3
3933,2078.507796921849,2
3934,148.8627002616333,0
3935,622.8797271972451,1
3936,2063.782708958134,2
3937,0.0,0
3938,1386.4281733676157,7
3939,2002.2023348115417,2
3940,2312.7697558977216,2
3941,6076.286385270151,8
3942,484.31661107321577,1
3943,5488.057819961878,7
3944,1688.0376293940215,1
3945,3628.4449158985985,3
3946,944.7801438493052,2
3947,6120.671551600146,6
3948,2354.4705815335037,2
3949,665.9865190599078,1
3950,838.2150559652695,4
3951,1428.2021267794667,2
3952,1439.7797422198316,1
3953,678.1271488928656,1
3954,1584.8431950912611,1
3955,581.5966697926211,3
3956,1183.1775418233624,1
3957,1680.1299910891798,4
3958,1034.1835949595707,0
3959,526.9822226199702,3
3960,1912.30065056857,1
3961,697.4934845253996,0
3962,1411.0252932586257,3
3963,465.900092532403,0
3964,0.0,0
3965,1216.0944845650897,0
3966,1681.8450830199497,1
3967,68.75182380862984,0
3968,3313.889137465083,4
3969,4185.504176657058,3
3970,3899.4847408529527,3
3971,1780.6009051181798,3
3972,89.44804234127795,0
3973,1079.9130069287971,3
3974,1662.943114762446,3
3975,1201.6994107138169,2
3976,0.0,0
3977,1766.6141994878021,1
3978,3992.6641395511815,6
3979,6262.709277237545,5
3980,0.0,0
3981,0.0,0
3982,326.3160813548235,1
3983,1508.0472270577636,1
3984,56.626155502956045,0
3985,762.1427612847749,1
3986,926.4196370789205,1
3987,40.0077543336291,0
3988,5369.673297499558,8
3989,606.4034141345467,1
3990,629.4229288877938,2
3991,1624.7806342195706,0
3992,1109.7107644476698,2
3993,488.69859020082987,2
3994,1218.570099577033,1
3995,1068.3682157875503,0
3996,254.50065930101493,1
3997,1831.960614523339,2
3998,1142.455553082396,0
3999,1187.3936069094261,1
4000,179.31451663001047,2
4001,513.1590794244217,1
4002,525.087606382704,0
4003,391.6995382023842,1
4004,1356.1481044274606,3
4005,183.35660475258254,0
4006,460.34259503921294,1
4007,0.0,0
4008,453.8278226425574,1
4009,184.58335227168857,0
4010,189.42187567482995,0
4011,185.08955304393328,0
4012,187.75808313270682,0
4013,189.34045016560245,0
4014,189.3132838239893,0
4015,189.35204231596404,0
4016,180.64507288893367,0
4017,820.3124614544713,1
4018,503.4897999782126,0
4019,2215.3544288903395,4
4020,1513.6056708317185,3
4021,1147.9640389934968,1
4022,1927.9023369505735,4
4023,0.0,0
4024,282.4186212192521,0
4025,148.80429754577807,0
4026,1522.1120944143963,3
4027,1349.7741983138787,2
4028,701.3923416692521,2
4029,535.8022661491326,2
4030,1533.922733369456,2
4031,2395.145194385212,2
4032,69.67277964897018,0
4033,454.38207570885635,1
4034,522.3105873944697,2
4035,404.5900778987252,0
4036,219.2388453014582,0
4037,848.1409307604063,1
4038,687.8058806113306,1
4039,581.7647332030631,0
4040,3144.3783410163937,4
4041,2280.138868211756,5
4042,3613.6919605552443,6
4043,1833.9726949748647,1
4044,2882.0065259121725,4
4045,200.71277149885373,1
4046,265.4400518706887,2
4047,873.2060417338532,2
4048,923.7694087820189,2
4049,234.23082350344646,1
4050,210.55481073103408,1
4051,273.70976084987063,2
4052,286.5093807991466,2
4053,581.1881646139557,1
4054,965.674170113816,4
4055,224.11159215223847,0
4056,381.5271570904993,1
4057,1509.2200678270433,1
4058,648.4483783974292,0
4059,830.5832227730921,3
4060,1216.3039285368777,3
4061,99.10423730898948,0
4062,4247.513268532069,9
4063,641.3302756278154,2
4064,2192.5392628559366,5
4065,866.0926216210951,1
4066,0.0,0
4067,1829.5989612808623,3
4068,1139.5748124647134,3
4069,485.19766595895004,0
4070,305.4949595344875,1
4071,23.150447333558787,0
4072,1344.9604618391563,2
4073,1703.1734435489539,2
4074,701.1807884257016,3
4075,565.5642926608521,0
4076,709.4891864265122,1
4077,366.8369052517164,1
4078,851.4108282263276,1
4079,456.15001876797123,0
4080,191.24474228025989,0
4081,1843.9590224108274,2
4082,822.1298850802597,0
4083,3.031229947580788,0
4084,949.7820274468629,1
4085,1557.1662850032362,2
4086,40.98802737750237,0
4087,2713.9872408078413,4
4088,2203.327470072957,2
4089,2210.6032733950915,4
4090,1322.171679742037,0
4091,1681.7795772999357,1
4092,0.0,0
4093,0.0,0
4094,2737.7032764660253,2
4095,3387.015495268817,5
4096,1963.331229525024,2
4097,1672.4978237875944,3
4098,4515.565527832647,10
4099,4393.681710174856,6
4100,0.0,0
4101,5560.410627472743,8
4102,7455.479039312751,20
4103,1696.5927358681936,1
4104,1962.6095803601359,5
4105,2111.6195123797347,2
4106,453.16854441225246,2
4107,144.9146057427813,1
4108,164.05822562062286,1
4109,1322.8581304923505,5
4110,1982.667735532012,0
4111,67.06680724211708,0
4112,1496.0270711967169,5
4113,1009.7575316724834,0
4114,0.0,0
4115,2527.0930493128053,0
4116,1885.3409582450133,2
4117,372.37220231097535,0
4118,1322.5856965747912,2
4119,1760.220517012165,2
4120,938.3273985117304,1
4121,1266.3896945265951,2
4122,0.0,0
4123,3885.2658147310467,4
4124,5017.930770851421,2
4125,1630.1589019608844,1
4126,0.0,0
4127,468.37915118301004,1
4128,5503.9247747513755,1
4129,2415.1377780470175,0
4130,1835.8796075734388,1
4131,32.01273139939944,2
4132,2023.148911635614,1
4133,2858.8971606083005,0
4134,4181.463657103939,5
4135,2924.1692850415925,4
4136,0.0,0
4137,818.2152843144155,1
4138,1853.2045231119866,2
4139,6355.7493266793845,4
4140,12.703694540862422,1
4141,2756.644026455967,2
4142,4718.708099861839,4
4143,642.9303312535347,1
4144,958.2463185616291,1
4145,1994.7712217772018,3
4146,4085.665383488109,6
4147,724.7794862415135,0
4148,333.5921403746263,0
4149,242.02671701028268,0
4150,507.54403994746474,1
4151,88.35276115532459,0
4152,727.6120595725408,1
4153,192.1564564900586,0
4154,414.1546010547321,1
4155,507.39415551836356,0
4156,811.5951090523486,0
4157,1453.430972872317,0
4158,607.2775029899642,1
4159,1173.7870792273118,1
4160,1062.0123351896773,3
4161,838.6376876961035,1
4162,509.9529358696296,1
4163,1427.834441992548,1
4164,287.03740642609125,1
4165,611.0389416317803,0
4166,188.38414797630972,0
4167,980.5395193406578,2
4168,845.6847427086196,1
4169,1020.544373442217,2
4170,0.0,0
4171,922.1878649165118,4
4172,981.206789926946,1
4173,955.7491547871865,1
4174,183.25364841443408,0
4175,194.9960838080226,2
4176,595.8302597623699,1
4177,836.1740684782881,3
4178,644.2218591576034,1
4179,1639.4597095285849,3
4180,0.0,0
4181,0.0,0
4182,1853.7344348437782,2
4183,998.2452861633947,0
4184,1317.168954101716,3
4185,1808.177411573225,3
4186,890.9630489653556,0
4187,2253.0845696464476,4
4188,2279.4738461773013,8
4189,253.00824418034387,0
4190,535.2702084448647,0
4191,963.8435282317392,2
4192,934.0509116152468,1
4193,988.1180361018888,1
4194,945.2943633460311,1
4195,678.2540543513113,2
4196,1007.0478497967645,2
4197,1026.716729988186,1
4198,268.67705434261705,0
4199,545.4390903508103,0
4200,1833.2982239129742,4
4201,1700.2765120380525,2
4202,801.2570988856133,2
4203,939.6357843551244,2
4204,1906.2509349568604,3
4205,461.85972497519634,1
4206,238.6396469373947,0
4207,194.9300981837175,0
4208,1070.4521334060914,2
4209,2259.3094884132684,1
4210,729.2747525151675,2
4211,850.9744735868378,1
4212,334.5405524492583,1
4213,230.36621647167823,2
4214,1110.19176300415,2
4215,1027.2527718794984,1
4216,329.9759638251478,0
4217,789.7510884968276,0
4218,0.0,0
4219,994.090374548442,1
4220,1118.9272719534429,1
4221,820.4280561183682,1
4222,39.02566054710165,0
4223,1215.8348017657843,1
4224,650.0553137618699,1
4225,1582.9521476516265,2
4226,1138.5436404984002,2
4227,1070.6053098093762,3
4228,570.6163365374368,1
4229,781.6474641539678,2
4230,2085.27812370195,1
4231,255.2814043299001,1
4232,782.5872459149672,1
4233,2600.3073133728003,6
4234,689.6201091537483,1
4235,35.607876334541515,0
4236,693.0857912962954,2
4237,5961.77951831643,15
4238,1983.1391795831305,1
4239,5595.313182523414,4
4240,0.0,0
4241,3119.6486432082233,4
4242,474.49628286844404,0
4243,730.3918523940287,1
4244,819.8886398236918,1
4245,3824.931171216449,8
4246,903.7604023219438,2
4247,692.5598858160463,0
4248,456.7645994161481,1
4249,8831.418176714129,13
4250,7522.525846825244,8
4251,253.28125429011325,0
4252,2135.2942192532373,3
4253,302.71289715543503,0
4254,61.38785969338136,1
4255,2651.9281398169705,6
4256,0.0,0
4257,846.6727534960405,1
4258,1533.775081290393,3
4259,1911.8318158767834,3
4260,908.3442804442222,2
4261,1333.1712830277984,2
4262,192.63377274304213,1
4263,32.76185255434425,0
4264,3092.502800160368,5
4265,4211.355849037926,6
4266,2194.2884212530744,2
4267,5449.660882668881,4
4268,5949.62245151419,6
4269,124.04796384196541,0
4270,94.8117025251106,0
4271,3196.163919295132,4
4272,1585.6211975135489,1
4273,555.0833390801095,0
4274,1405.931987164112,2
4275,928.1691232837883,0
4276,3011.1987771261392,9
4277,433.3627044884175,1
4278,2227.3055732957328,3
4279,381.58340123013954,1
4280,810.3276618003963,2
4281,1756.715739027782,1
4282,680.1638880620484,1
4283,372.07908604734854,0
4284,977.5780797100612,0
4285,1411.587379741827,1
4286,2644.5551324353264,6
4287,609.0658754239033,0
4288,920.196210537015,2
4289,898.7012611696749,0
4290,2241.703555714478,2
4291,1102.639168050047,1
4292,326.2147049779122,1
4293,1382.5687288514355,2
4294,3627.0962564966744,5
4295,1397.0095901727714,2
4296,85.74037636186017,1
4297,160.08537640545845,1
4298,1848.8313683560168,2
4299,654.5686787615375,1
4300,980.7441115252907,3
4301,1101.106953903121,2
4302,977.5664206392366,2
4303,994.6177750711112,1
4304,1437.2605242540362,3
4305,0.52493383071849,0
4306,83.71278348918327,0
4307,1180.0969462415665,0
4308,934.9350107838601,1
4309,1013.8525257625134,1
4310,1012.2538069198686,0
4311,562.285562602227,0
4312,2358.8499228347996,2
4313,0.0,0
4314,0.0,0
4315,432.46622229539935,1
4316,1661.2430961666232,4
4317,6507.898567771753,1
4318,1995.1031640843905,0
4319,28578.101925092742,4
4320,4528.818184811262,0
4321,0.0,0
4322,3984.1406238218347,4
4323,4395.3837778089965,5
4324,0.0,0
4325,1926.6373232325282,4
4326,3960.241324039246,8
4327,2272.1656216820925,2
4328,6368.525777253089,4
4329,1715.50558568925,2
4330,5577.34547386153,10
4331,4101.3359482824735,3
4332,1318.472468756488,3
4333,262.40070779865107,1
4334,5708.418703325276,10
4335,5017.584450834396,6
4336,2825.028014049556,3
4337,1909.8244234982212,2
4338,2017.6439582194055,3
4339,7808.642277101341,11
4340,3181.4940887934094,4
4341,6667.050830370963,11
4342,1563.5430880464246,2
4343,6404.2845409087495,6
4344,21774.080201184766,14
4345,288.8928681872041,0
4346,632.4030999806376,0
4347,988.5553363733829,1
4348,632.0172613265669,0
4349,1320.2849372151702,2
4350,1011.0590154171819,1
4351,1004.2566831129479,3
4352,991.306360817638,0
4353,254.44551337156648,1
4354,0.0,0
4355,0.0,0
4356,3734.7955002092617,5
4357,3252.2581494764927,4
4358,6761.793037024065,9
4359,8537.106006050044,14
4360,0.0,0
4361,999.7379164710452,0
4362,2852.277671182857,4
4363,6950.3846414052805,2
4364,3287.8461724040494,1
4365,31.723846565033032,2
4366,641.9409660078438,0
4367,2887.0208618413203,4
4368,1500.2881554253167,1
4369,775.4960989759675,0
4370,636.7194455023287,2
4371,376.94036577565316,0
4372,362.4516031739795,0
4373,386.3429665841538,0
4374,940.0269038625169,2
4375,966.0775342255885,2
4376,1200.0087060988517,0
4377,689.3155841516124,2
4378,373.05024602242315,0
4379,364.31545251634554,0
4380,1192.1286136885506,0
4381,1113.3706236283795,2
4382,1030.204369116628,2
4383,758.6462984062389,0
4384,764.1060023628268,0
4385,526.5957075195156,0
4386,538.7534889831768,0
4387,559.2971000653703,1
4388,1972.6189250633622,3
4389,2530.3304054288806,3
4390,1130.409844976356,1
4391,617.4395839904898,1
4392,2762.742439449424,4
4393,918.0203534986583,2
4394,6187.629879658521,8
4395,1545.5380331501115,0
4396,1941.7922541722235,2
4397,880.8437881452826,0
4398,4697.158513690892,3
4399,4404.019857435038,8
4400,6165.01224019498,12
4401,1011.1523641725582,1
4402,1977.483035249728,5
4403,217.0123746860219,1
4404,3299.8659600089823,7
4405,1481.4482233543204,1
4406,2218.8098184494393,1
4407,1010.8766363181142,1
4408,369.3304226174889,0
4409,4000.5530481044466,5
4410,4802.83891618387,7
4411,3142.7610031829445,4
4412,2640.9658572717126,1
4413,4799.2265024933795,5
4414,179.91747883096167,1
4415,1481.7807248218414,2
4416,2808.095892275492,2
4417,608.8185767719281,0
4418,1369.595478979425,2
4419,477.81183807360475,0
4420,1697.4866086766306,1
4421,1789.8226112583307,0
4422,1372.7121346950034,3
4423,988.668223938437,1
4424,2843.148926118854,1
4425,2033.1467660377918,1
4426,281.99633449173496,1
4427,2208.921215638158,2
4428,973.6122704143202,1
4429,2441.72842768963,2
4430,1114.09535629601,3
4431,91.07210211916859,0
4432,1798.0975377974914,2
4433,2460.570676199957,2
4434,1026.8991814804135,2
4435,1839.9595909271477,2
4436,2343.297483865456,3
4437,1747.6545820419792,1
4438,633.453330180336,1
4439,1199.9317335886728,1
4440,3451.4297623726607,3
4441,860.9862013531982,0
4442,0.0,0
4443,1891.1898373442812,3
4444,409.75947631844923,0
4445,720.5479220691851,0
4446,0.0,0
4447,1460.8696574980866,4
4448,1989.9970702462704,2
4449,414.1538081200763,0
4450,233.46196971540115,2
4451,229.70808157377394,0
4452,1989.4505021911589,3
4453,884.2332722052518,0
4454,2300.7279984849115,4
4455,1806.8437760476077,2
4456,854.9354543817487,0
4457,68.3491332127582,0
4458,1087.0153663556493,0
4459,1072.7319268203887,0
4460,972.1098074526623,0
4461,2270.829630456216,1
4462,0.0,0
4463,772.2829545435688,0
4464,3442.291897750444,1
4465,641.5709384211017,1
4466,452.7216432188257,0
4467,2762.3355157619712,7
4468,1934.2396443854218,2
4469,2607.6227275774436,3
4470,4602.037395116784,9
4471,1397.6533389234785,4
4472,1008.7790065707684,0
4473,545.7248379372356,1
4474,1386.164293639562,1
4475,3729.179645229651,8
4476,688.6143510163786,0
4477,940.9625261933961,3
4478,1555.8264336967532,2
4479,1614.112998118691,0
4480,2197.1190934410897,3
4481,1711.5344578494635,1
4482,878.1079200009929,1
4483,4219.139064265142,9
4484,4270.174894164768,8
4485,2352.1696600035325,2
4486,1664.1706130092111,3
4487,3952.9131757305413,8
4488,1098.5725283067784,3
4489,1621.5827314886055,2
4490,0.0,0
4491,2721.729235700528,6
4492,2358.201146490612,2
4493,369.14789174915165,1
4494,1.2075138358588535,0
4495,287.0423921232415,3
4496,2055.698795990645,3
4497,504.7140748360712,0
4498,871.7170401818404,2
4499,750.2578446542665,1
4500,1631.7110967054,2
4501,518.0542030493446,0
4502,753.6647511309418,1
4503,1059.743420719545,2
4504,3460.9228494500417,3
4505,744.2545050804513,1
4506,1499.7752897269233,1
4507,1257.648172041535,1
4508,1713.4063495967223,3
4509,901.028421806002,1
4510,525.5976223718659,1
4511,567.0313315283736,0
4512,1015.394684749907,2
4513,1766.4637478628895,4
4514,1383.8620614195286,3
4515,306.3857646966958,2
4516,1669.7362858181818,4
4517,141.2818532149307,0
4518,2574.8848677599344,4
4519,1081.3743667370877,4
4520,37.45963120930329,0
4521,1374.1660912590003,2
4522,1147.608620849161,0
4523,287.5012299214123,1
4524,1614.226740236232,2
4525,448.9474924739289,1
4526,1093.0102312981585,2
4527,2399.5473359737475,4
4528,270.71376459779464,1
4529,1090.1419299484705,2
4530,1058.138156726573,1
4531,1178.1227888814933,2
4532,3645.0670872463215,11
4533,1677.0508054595043,2
4534,2455.74194106403,4
4535,7.713956004582444,0
4536,621.1408615265802,0
4537,2085.877733186275,3
4538,575.5175199763642,2
4539,0.0,0
4540,720.7973624327881,0
4541,1295.1495779521208,2
4542,4650.304618926895,7
4543,7157.644740304403,18
4544,1248.3412108182588,1
4545,1938.4447169393932,4
4546,1118.3326119873582,2
4547,972.3124407463704,1
4548,846.7238939672611,3
4549,1011.3012545901439,1
4550,4425.632801783243,4
4551,88.75710301886829,1
4552,3065.2780388277524,2
4553,2277.400783884559,3
4554,5402.595407107136,6
4555,4733.3307909586765,11
4556,1913.4662296528818,3
4557,3834.236327580787,3
4558,2566.1512144769317,1
4559,3947.2011494630747,6
4560,1935.4198963609504,3
4561,1622.8249847257787,2
4562,314.16844698577876,0
4563,655.7775394808671,0
4564,3371.1112377970258,3
4565,1058.3329507035628,1
4566,924.048224517492,1
4567,0.0,0
4568,1228.9739073823037,2
4569,1330.861743683674,0
4570,771.5174771946896,3
4571,2429.3918104258764,4
4572,2936.6384211880554,3
4573,1580.338500639293,4
4574,1477.2304216176224,2
4575,432.4004885156486,0
4576,367.0922957236927,0
4577,1916.8012567155774,3
4578,380.57574821760585,0
4579,0.0,0
4580,489.4122396942062,0
4581,1047.9530239666833,4
4582,413.4377431648302,2
4583,185.8034624069585,1
4584,3306.6245607333235,3
4585,1226.9316041622428,1
4586,2786.0364677278303,6
4587,1118.9692252394668,1
4588,67.96579039730251,1
4589,1293.920420157432,1
4590,742.5226514303622,0
4591,1845.7829281203753,1
4592,1233.362219110447,0
4593,2659.6541426059516,1
4594,3012.5279547297337,7
4595,1266.9092138394324,3
4596,5883.343038597244,10
4597,472.01122226184884,2
4598,6692.861123840902,7
4599,822.5235563799225,0
4600,5294.085541091238,6
4601,0.0,0
4602,358.6660493439035,1
4603,0.0,0
4604,555.1108047076053,1
4605,2568.0932201073033,4
4606,0.0,0
4607,0.0,0
4608,1427.5236519213556,2
4609,2211.2186820723405,3
4610,818.5201055437354,1
4611,2468.2230442954897,2
4612,946.5724425478002,2
4613,545.7747327863766,2
4614,3080.408076393056,7
4615,909.4134949168316,2
4616,2688.9238225751424,4
4617,1126.3961222649018,2
4618,517.8891937028719,0
4619,444.9029766528192,0
4620,1626.9520075237251,3
4621,240.47180329562445,0
4622,1542.310974737594,4
4623,1456.1573833966686,3
4624,3867.0345931249512,7
4625,671.0818414482711,2
4626,0.0,0
4627,980.2628127337696,3
4628,429.7095196922539,1
4629,275.7901980523806,0
4630,0.0,0
4631,2051.3312307793844,3
4632,2430.220404811733,5
4633,1949.4345838839818,0
4634,2470.1206295914494,5
4635,568.3856692803106,0
4636,678.9956834296815,1
4637,584.5142899025366,0
4638,3010.8610801050536,5
4639,1803.4826087300387,3
4640,0.0,0
4641,3484.078405191346,9
4642,2226.5142213998042,3
4643,2217.6433937092256,3
4644,257.48012880431986,2
4645,2608.3934563536914,5
4646,2363.920430868543,3
4647,2426.6596202128044,3
4648,518.9604807961653,1
4649,4371.313550128846,6
4650,2154.04649901552,1
4651,881.188037874588,3
4652,2840.1055974513724,2
4653,4632.792494689891,2
4654,649.0838668039166,1
4655,1059.0376376576583,2
4656,6667.095949458803,7
4657,3138.6055653756457,3
4658,663.3197848759663,0
4659,101.43819904732261,1
4660,547.1583464205514,1
4661,1934.6789231893185,1
4662,1162.8683596153119,3
4663,636.503562548741,1
4664,1119.2087451981188,0
4665,1640.5884226751211,1
4666,604.0618894626814,1
4667,1312.6629791124067,1
4668,1224.757307667859,2
4669,402.1095775963519,0
4670,467.9260607804143,1
4671,740.6431017564239,0
4672,279.4819319688822,1
4673,328.27100925585154,0
4674,1109.7864546440703,1
4675,1001.6784060672138,1
4676,221.1356436725188,1
4677,1149.2019016943382,1
4678,1957.1621919456784,1
4679,711.4904281900521,1
4680,115.24949395548353,0
4681,1740.6863708921512,2
4682,722.5996694494835,1
4683,1621.4430359361932,2
4684,1801.8760159115275,3
4685,1166.5341987107677,3
4686,250.95981626951718,1
4687,1063.5846467568047,1
4688,731.8366102900146,0
4689,1005.9717546240837,2
4690,1138.1644160028607,2
4691,1798.0289738553295,0
4692,1174.9677688380702,3
4693,723.9842444396423,0
4694,1502.5049627106198,1
4695,4359.20296889305,4
4696,2810.99481676809,6
4697,3167.1966799985667,2
4698,1821.9988002964835,5
4699,2700.4846580933113,2
4700,3750.7794938303377,3
4701,193.3185970291189,0
4702,106.29429632201635,0
4703,1641.3551406657525,2
4704,2697.482504631531,1
4705,1258.1095844614488,2
4706,163.7504408458345,0
4707,178.3688134570538,0
4708,172.0999282099238,0
4709,1242.6339130253873,1
4710,551.828547858548,0
4711,857.2807740323307,1
4712,4135.114059636538,5
4713,3753.6642544916854,7
4714,1245.8707651294426,0
4715,3254.214437444975,12
4716,476.67741918577144,1
4717,1975.7072763050053,4
4718,855.3389250599472,1
4719,3011.2390774633946,6
4720,943.146467509313,1
4721,1808.0556224797074,2
4722,2198.59421013917,3
4723,1719.2333928992296,1
4724,0.0,0
4725,2455.5051345271327,4
4726,1831.579999964888,3
4727,2894.342226798509,3
4728,752.3188282118932,0
4729,2064.959147722052,2
4730,1750.5242667728362,2
4731,1323.5149248889118,2
4732,1361.1934905660348,0
4733,1171.0203054804156,1
4734,4291.742851858227,3
4735,1763.910812211228,0
4736,551.8433654001831,2
4737,779.8852470934308,1
4738,446.8097270319883,0
4739,1293.019008544145,0
4740,0.0,0
4741,2362.808742855506,8
4742,703.6511671581945,1
4743,583.6760831594224,2
4744,2946.846366906112,6
4745,639.2944870164034,0
4746,843.5854991587103,2
4747,2795.038710025081,3
4748,1894.5907985744711,3
4749,3542.362582097303,9
4750,264.04877771775466,2
4751,2937.015870561033,2
4752,500.0411521151263,0
4753,302.78439171885657,0
4754,820.7669260112119,1
4755,2281.3865103845133,2
4756,1932.8655439610827,0
4757,2515.4688944460568,2
4758,2369.091400700272,2
4759,320.6856729767876,0
4760,2261.663729412756,4
4761,698.0636589953838,1
4762,1233.312128275058,2
4763,1310.7513671095755,2
4764,3562.2140364086326,4
4765,2574.2440963272866,1
4766,1011.8239658164189,1
4767,1827.3870188727017,2
4768,195.08487588845793,0
4769,994.8174833244786,1
4770,75.03927260437732,1
4771,0.01971987059737779,1
4772,0.0,0
4773,0.0,0
4774,505.33134026385903,1
4775,10.976255099472736,0
4776,754.6371893530956,0
4777,550.7485728705634,0
4778,620.179684296118,1
4779,2274.7977298633637,5
4780,1752.582867756762,0
4781,2138.922412801865,3
4782,696.4737598999942,1
4783,1665.1929593975428,3
4784,3163.1956581198106,6
4785,2673.414234714722,4
4786,4142.762577686862,4
4787,4661.955346390543,5
4788,0.0,0
4789,4995.3627166101605,6
4790,270.7777484574598,0
4791,5395.505257046152,4
4792,4477.382790087411,7
4793,1614.731214787133,0
4794,4762.464598772855,5
4795,3742.13449120666,5
4796,0.019673645743945724,0
4797,3658.179800464841,5
4798,1514.1236829613235,1
4799,4028.1266461839077,3
4800,0.0,0
4801,3972.3562155808568,5
4802,4871.823866846322,6
4803,458.5653826558029,1
4804,1222.5031011690544,1
4805,691.6460222776465,0
4806,337.1767699894091,0
4807,1045.3263137817473,1
4808,28.956566678995912,1
4809,576.0945513095081,1
4810,481.14679255512004,1
4811,430.9638783807838,2
4812,0.0,0
4813,343.87166819458355,1
4814,156.02472806016095,1
4815,323.00916094952777,0
4816,2227.100589192554,1
4817,1381.0215443639067,5
4818,674.1096413263349,0
4819,113.6685077624863,0
4820,1165.3077768351993,1
4821,324.0769544682634,1
4822,373.38123797883657,2
4823,338.0895753063484,1
4824,384.69187767398245,0
4825,90.48635004125462,0
4826,2626.6931636625404,3
4827,1320.2726571358207,0
4828,0.06169226637931558,1
4829,1149.6730850469512,3
4830,5.38869262274365,0
4831,1185.3248920674032,1
4832,153.09898668376178,1
4833,1444.9612579271754,2
4834,3678.994826567904,4
4835,1094.5721157875066,2
4836,2065.231976852373,0
4837,2133.752936509713,4
4838,0.0,0
4839,0.0,0
4840,2345.333377969967,4
4841,1268.4661648500016,2
