MGRA,length,intcount,estimated_spaces
1,4722.590662335695,4,420.05907271726215
2,1225.719553366342,3,124.0
3,2654.116454387457,1,371.26852487688836
4,805.3671491462329,1,68.87139898510279
5,1668.9257479786834,1,98.62097736853624
6,1637.9281617022607,2,114.1840365750008
7,1627.6104363767204,3,129.20462511806133
8,1138.4855568031044,1,72.31538026365301
9,13103.949202623286,37,1288.65201168831
10,7448.513563776326,16,892.0119126986741
11,795.8704100711863,1,57.36445043823626
12,262.33627804381854,1,77.0
13,949.610446931518,1,90.2880402960106
14,8309.401105454675,10,550.9783140311151
15,792.7468424960703,1,55.623577641682466
16,453.93195957246496,1,104.0
17,846.3917377271287,1,87.11354961763787
18,813.9770158399521,3,94.24831968657233
19,589.3848074243899,0,28.970950455002733
20,2862.859609687353,7,275.9597056069384
21,2365.205215672795,3,179.4151055263435
22,431.4644115226827,2,57.32980019029536
23,439.2623366309165,0,34.219950030849276
24,1477.349987840851,4,144.8452032010381
25,529.3666081371405,2,44.0
26,460.7221267904239,0,22.134398940858656
27,5687.039110158024,14,525.4385310200893
28,1046.8885649099525,2,170.0
29,925.4763195589544,0,73.4803065022974
30,1910.579158551045,1,101.93880377244082
31,1993.2703410648217,4,415.9992792422885
32,2855.47257171683,3,181.96212171994125
33,1865.2739363783312,5,177.3602886218947
34,615.5589837303237,0,155.91189519896332
35,1483.997234879389,1,86.32801960009584
36,699.6204792835459,2,257.0
37,274.25208255664586,0,10.839025142320763
38,614.4381556305041,4,160.19494081960568
39,213.9808317676647,0,30.9235253610256
40,2416.0858808060166,5,204.32092457046778
41,481.77400697763983,0,44.057532057012565
42,459.7672324793156,0,21.6298013041944
43,1423.579261679447,3,120.39277309291377
44,1255.6355069807832,2,94.94497589613043
45,3550.945602269869,5,314.391301471716
46,632.4399608406442,1,46.47677129228519
47,735.0758356835584,0,87.18210943532013
48,3223.592776082518,6,288.72076083002867
49,928.656713514658,2,419.0
50,888.6419436674531,1,75.66358033836794
51,1464.480941261506,2,105.08340788619633
52,939.3162331691608,0,15.0
53,4700.573050958435,6,321.956627268713
54,2965.3874763913423,5,227.6566378399627
55,600.3581807614378,0,45.0
56,284.05351236249686,0,100.0
57,786.9625618755019,2,73.6244562013686
58,1272.4221748575997,2,97.58173995932263
59,717.5385489163058,1,102.0
60,754.9568460496109,1,53.4073180204986
61,602.2037607254906,0,44.08423573906827
62,2081.7881556986317,2,249.10443644547223
63,1046.836321810464,1,66.77777787884246
64,510.6884302359008,2,176.84705080384882
65,707.6478981523568,0,74.28246560901401
66,769.4625315309397,1,149.25900025786808
67,873.7022731131519,1,88.0
68,6619.182036722092,5,411.2483193227376
69,1097.810754950709,2,133.0
70,1443.6605108156596,2,119.0
71,895.9617544263136,2,73.08694734203662
72,2287.549737141766,1,123.57391444716416
73,673.880771310783,3,86.57128433018622
74,866.0683880966516,4,44.0
75,721.826707719101,2,101.95501370159779
76,10963.06273018533,11,704.5456105632143
77,2744.325458563137,7,249.97764108457346
78,1316.645144753688,5,152.3549021600369
79,599.8842299438686,3,81.47441569284192
80,4046.10296960026,6,301.98102196354074
81,938.0232982934234,2,488.0
82,4296.713882696382,3,253.43927324442092
83,305.7794972992682,0,64.14426596234958
84,5188.538302147394,5,330.6173280026372
85,630.9505731779251,0,87.0
86,1798.2121384659224,4,149.0
87,2853.619100748594,2,168.33303936244653
88,787.9535229125972,0,39.0946628397021
89,1324.8433686654075,3,109.09892734094953
90,2522.913270895595,3,170.9970390219844
91,9044.921398120236,1,316.15464226147753
92,2362.9181282151044,5,196.2813521726491
93,290.3739611903769,2,80.0
94,600.0849527685693,2,82.0
95,558.2583944146073,1,56.58841102537969
96,1041.889059506679,1,67.57044260761285
97,1392.4833124541865,1,161.0
98,1373.5490952598411,3,209.18902169020393
99,659.8580733803278,1,161.0
100,612.6710055743097,1,162.17217041215565
101,5691.569282445103,4,372.3519700866144
102,855.3109717722962,2,160.0
103,185.4751770844242,1,27.062548898212164
104,5725.937679247002,5,360.3526779945493
105,2397.770615344581,1,95.709181289116
106,3406.406145373604,5,232.29482328760386
107,4374.724329256195,6,326.83950498555515
108,6998.914745525024,6,419.3287545695453
109,4120.084359339129,6,299.2033079190195
110,1795.995705916429,6,192.53222847092292
111,762.0895505063156,1,197.14049061469146
112,2244.8744666540188,4,335.06505630052413
113,1601.1610841897711,2,111.68280026062651
114,8530.7046606805,11,577.3511259763695
115,2836.001828264738,3,186.7264385099467
116,792.3400065873,1,73.7194311137655
117,732.6534945417495,3,87.25982882319748
118,1175.2011265283145,0,56.220528939074086
119,2080.9802768806576,2,137.15116712775944
120,2044.3257313048543,1,115.10589931261266
121,3186.74779915774,2,395.4199820812476
122,139.12243419455612,0,6.411003703611372
123,608.596824257633,0,26.740915265694014
124,1479.0093551007362,1,186.0
125,2946.4484057490654,3,193.62036476820816
126,1026.8076321835283,0,44.52787767707712
127,3543.131178527799,4,238.2092381314351
128,951.8689106632156,1,63.599763578363316
129,934.8116501947676,0,44.26199024610425
130,845.6991832639424,2,74.81939487335325
131,674.7325959048843,1,49.0
132,546.310323860565,0,146.0
133,1188.5000046804544,2,492.0
134,960.1660653860444,1,74.95072166432402
135,677.9489009744768,2,478.0
136,755.4170019244618,2,100.01286264307261
137,625.0636027483677,1,46.254185530165024
138,1767.715461570688,3,299.9248112755272
139,551.9472705425045,0,70.48656107253477
140,815.0763196692282,1,61.90710046929951
141,1200.793230994337,1,104.21894603673503
142,1725.699521462743,3,98.0
