mgra,free_spaces,paid_spaces,spaces,hourly,daily,monthly,hourly_imputed,daily_imputed,monthly_imputed,imputed,imputed_types,cost_types
145,191.0,63.0,254.0,1.24999999999999,,,1.24999999999999,14.569186001571193,133.7192395637194,True,daily & monthly,hourly
147,128.0,0.0,128.0,,,,2.5857574711766937,16.703039326572952,141.8036855987989,True,hourly & daily & monthly,None
159,32.0,125.0,157.0,15.0,15.0,,15.0,15.0,141.81482565431043,True,monthly,hourly & daily
162,252.0,644.0,896.0,1.120260663507109,13.7863999040134,4.55696202531645,1.120260663507109,13.7863999040134,4.55696202531645,False,,hourly & daily & monthly
182,115.0,0.0,115.0,,,,2.6143259392233396,16.920480161316753,142.41390618900536,True,hourly & daily & monthly,None
186,141.0,35.0,176.0,,,,2.682857733352884,16.595613503914777,139.85561765086177,True,hourly & daily & monthly,None
190,143.0,0.0,143.0,,,,2.5527938541997934,16.452146055714714,141.09958491779142,True,hourly & daily & monthly,None
193,33.0,0.0,33.0,,,,2.794527045363717,18.292030042008427,146.26298991184615,True,hourly & daily & monthly,None
201,80.0,0.0,80.0,,,,2.691241045502769,17.505897793319292,144.05680777802274,True,hourly & daily & monthly,None
204,69.0,87.0,156.0,1.25,,,1.25,16.373123252265096,137.86115024801796,True,daily & monthly,hourly
213,435.0,0.0,435.0,,,,1.9111021103828318,11.56809038300777,127.39309166084618,True,hourly & daily & monthly,None
224,46.0,55.0,101.0,0.75,,,0.75,16.26786087035553,139.3345613500676,True,daily & monthly,hourly
232,32.0,134.0,166.0,2.339196762141965,11.5342465753424,47.1232876712328,2.339196762141965,11.5342465753424,47.1232876712328,False,,hourly & daily & monthly
237,60.0,0.0,60.0,,,,2.7351925348053006,17.840422154463607,144.9956086860327,True,hourly & daily & monthly,None
238,25.0,384.0,409.0,,,,4.190873138386715,19.632861633348533,131.96041355023405,True,hourly & daily & monthly,None
240,80.0,73.0,153.0,1.875,,,1.875,16.772447517906546,139.21490324869563,True,daily & monthly,hourly
263,157.0,194.0,351.0,1.25,,,1.25,15.060488208126984,129.26704635865158,True,daily & monthly,hourly
275,167.0,0.0,167.0,,,,2.5000520670367554,16.050716822341542,139.9730238281795,True,hourly & daily & monthly,None
282,178.0,0.0,178.0,,,,2.475878747920364,15.866728423712171,139.456683328774,True,hourly & daily & monthly,None
288,267.0,118.0,385.0,1.25,,,1.25,13.43898760410589,127.9842235697485,True,daily & monthly,hourly
290,82.0,4.0,86.0,1.25,,,1.25,16.188299694859584,141.0477928808985,True,daily & monthly,hourly
291,14.0,416.0,430.0,6.125,38.75,,6.125,38.75,161.46335260268552,True,monthly,hourly & daily
292,8.0,117.0,125.0,0.914140100862394,,,0.914140100862394,16.972029811399615,138.47899810352962,True,daily & monthly,hourly
294,76.0,0.0,76.0,,,,2.700031343363275,17.572802665548156,144.24456795962476,True,hourly & daily & monthly,None
295,145.0,0.0,145.0,,,,2.54839870526954,16.418693619600283,141.00570482699044,True,hourly & daily & monthly,None
300,8.0,402.0,410.0,4.625,28.0,190.0,4.625,28.0,190.0,False,,hourly & daily & monthly
303,211.0,241.0,452.0,0.25,,,0.25,13.359306884153792,122.92549555984661,True,daily & monthly,hourly
305,35.0,80.0,115.0,,,,3.0773747083713787,18.510040490661158,143.11117300337511,True,hourly & daily & monthly,None
338,0.0,185.0,185.0,,,,3.5312960053193208,19.425503158920606,140.74053251920066,True,hourly & daily & monthly,None
339,73.0,0.0,73.0,,,,2.706624066758654,17.622981319719802,144.38538809582624,True,hourly & daily & monthly,None
342,144.0,104.0,248.0,,,,2.924011935253955,16.76232158785481,137.0773270094199,True,hourly & daily & monthly,None
350,248.0,693.0,941.0,1.87581699346405,9.7516339869281,84.4117647058823,1.87581699346405,9.7516339869281,84.4117647058823,False,,hourly & daily & monthly
371,20.0,0.0,20.0,,,,2.823095513410364,18.509470876752232,146.87321050205261,True,hourly & daily & monthly,None
374,19.0,0.0,19.0,,,,2.82529308787549,18.526197094809444,146.9201505474531,True,hourly & daily & monthly,None
377,0.0,116.0,116.0,1.25,,,1.25,17.391963911145215,139.507977303848,True,daily & monthly,hourly
387,97.0,15.0,112.0,1.25,,,1.25,15.965220908507543,139.90935414124402,True,daily & monthly,hourly
392,40.0,0.0,40.0,,,,2.7791440241078313,18.174946515607918,145.93440959404265,True,hourly & daily & monthly,None
401,165.0,199.0,364.0,,,,3.2189637106625697,16.70968318431429,132.46028608502633,True,hourly & daily & monthly,None
402,435.0,0.0,435.0,,,,1.9111021103828318,11.56809038300777,127.39309166084618,True,hourly & daily & monthly,None
407,0.0,133.0,133.0,15.0,24.7439024390243,147.073170731707,15.0,24.7439024390243,147.073170731707,False,,hourly & daily & monthly
411,90.0,4.0,94.0,,,,2.6836274414483996,17.3512087569855,143.4345104831343,True,hourly & daily & monthly,None
418,70.0,0.0,70.0,,,,2.7132167901540343,17.67315997389145,144.52620823202773,True,hourly & daily & monthly,None
430,122.0,28.0,150.0,1.25,,,1.25,15.593913501327126,138.2524916620263,True,daily & monthly,hourly
431,42.0,0.0,42.0,,,,2.7747488751775777,18.141494079493484,145.84052950324167,True,hourly & daily & monthly,None
436,13.0,37.0,50.0,,,,2.971328335187535,18.74285598735755,145.7874950416837,True,hourly & daily & monthly,None
437,7.0,298.0,305.0,4.551701570680625,18.848167539267,161.75392670157,4.551701570680625,18.848167539267,161.75392670157,False,,hourly & daily & monthly
449,44.0,0.0,44.0,,,,2.770353726247326,18.108041643379057,145.74664941244066,True,hourly & daily & monthly,None
453,40.0,25.0,65.0,,,,2.868907402838428,18.253528667097655,144.97880433852077,True,hourly & daily & monthly,None
457,167.0,0.0,167.0,,,,2.5000520670367554,16.050716822341542,139.9730238281795,True,hourly & daily & monthly,None
465,48.0,48.0,96.0,1.25,,,1.25,16.68760432573091,140.51933371794757,True,daily & monthly,hourly
471,46.0,103.0,149.0,,,,3.135783697687137,18.39834767140235,141.71567566888953,True,hourly & daily & monthly,None
475,72.0,23.0,95.0,1.24999999999999,,,1.24999999999999,16.33459669602558,140.61910840339903,True,daily & monthly,hourly
490,52.0,53.0,105.0,2.5,,,2.5,17.749697837379045,142.5093281293503,True,daily & monthly,hourly
493,146.0,0.0,146.0,,,,2.546201130804415,16.401967401543068,140.95876478158993,True,hourly & daily & monthly,None
494,21.0,0.0,21.0,,,,2.820897938945237,18.492744658695013,146.8262704566521,True,hourly & daily & monthly,None
506,200.0,24.0,224.0,1.25,,,1.25,14.439533103883981,135.0927541626915,True,daily & monthly,hourly
519,14.0,105.0,119.0,11.875,34.5,,11.875,34.5,171.7901137539058,True,monthly,hourly & daily
520,16.0,110.0,126.0,1.25,,,1.25,17.155644351195704,139.09342292040284,True,daily & monthly,hourly
522,6.0,0.0,6.0,,,,2.8538615559221356,18.74363792955325,147.53037113765959,True,hourly & daily & monthly,None
527,24.0,0.0,24.0,,,,2.8143052155498576,18.442566004523368,146.68545032045063,True,hourly & daily & monthly,None
528,124.0,0.0,124.0,,,,2.594547769037199,16.76994419880181,141.99144578040088,True,hourly & daily & monthly,None
535,361.0,0.0,361.0,,,,2.0737226208021995,12.805830519241724,130.866655020483,True,hourly & daily & monthly,None
542,270.0,0.0,270.0,,,,2.2737018971287175,14.327916362448338,135.13819915192826,True,hourly & daily & monthly,None
543,11.0,343.0,354.0,6.875,22.5,240.0,6.875,22.5,240.0,False,,hourly & daily & monthly
551,367.0,19.0,386.0,1.25,,,1.25,11.967647240575548,128.16693273747137,True,daily & monthly,hourly
559,100.0,37.0,137.0,1.25,,,1.25,15.918783909841185,138.78867864579686,True,daily & monthly,hourly
560,10.0,3.0,13.0,1.0,,,1.0,17.029958950733143,143.69874145235718,True,daily & monthly,hourly
564,177.0,43.0,220.0,,,,2.6324693338021175,16.01861594233173,137.85998233467689,True,hourly & daily & monthly,None
574,122.0,112.0,234.0,2.125,5.0,,2.125,5.0,118.4505396873205,True,monthly,hourly & daily
575,287.0,40.0,327.0,1.25,,,1.25,13.15007287732125,130.64560817629544,True,daily & monthly,hourly
589,115.0,0.0,115.0,,,,2.6143259392233396,16.920480161316753,142.41390618900536,True,hourly & daily & monthly,None
603,120.0,277.0,397.0,5.69940476190475,15.0824175824175,125.274725274725,5.69940476190475,15.0824175824175,125.274725274725,False,,hourly & daily & monthly
604,58.0,162.0,220.0,10.125,19.0,185.0,10.125,19.0,185.0,False,,hourly & daily & monthly
615,22.0,,,4.50589713843774,19.6519721577726,108.15158546017,4.50589713843774,19.6519721577726,108.15158546017,False,,hourly & daily & monthly
618,264.0,0.0,264.0,,,,2.2868873439194775,14.42827367079163,135.41983942433123,True,hourly & daily & monthly,None
619,6.0,0.0,6.0,,,,2.8538615559221356,18.74363792955325,147.53037113765959,True,hourly & daily & monthly,None
635,269.0,54.0,323.0,,,,2.4697883696519374,14.51438002772339,133.1210318454015,True,hourly & daily & monthly,None
637,43.0,30.0,73.0,,,,2.880267355189171,18.219066443223955,144.64686315121492,True,hourly & daily & monthly,None
638,70.0,0.0,70.0,,,,2.7132167901540343,17.67315997389145,144.52620823202773,True,hourly & daily & monthly,None
648,240.0,2.0,242.0,,,,2.3468102013809635,14.835989476283984,136.46995209350143,True,hourly & daily & monthly,None
650,14.0,,,1.0,10.0,70.0,1.0,10.0,70.0,False,,hourly & daily & monthly
651,288.0,3.0,291.0,1.25,,,1.25,13.138671741497475,132.27150035827876,True,daily & monthly,hourly
666,3.0,44.0,47.0,1.25,,,1.25,17.354173210015187,142.62673858953866,True,daily & monthly,hourly
671,6.0,0.0,6.0,,,,2.8538615559221356,18.74363792955325,147.53037113765959,True,hourly & daily & monthly,None
682,10.0,0.0,10.0,,,,2.8450712580616284,18.67673305732438,147.34261095605757,True,hourly & daily & monthly,None
695,138.0,0.0,138.0,,,,2.5637817265254275,16.535777146000793,141.3342851447939,True,hourly & daily & monthly,None
702,103.0,0.0,103.0,,,,2.6406968328048586,17.12119477800334,142.97718673381132,True,hourly & daily & monthly,None
707,91.0,86.0,177.0,10.0,60.0,,10.0,60.0,209.81268692819302,True,monthly,hourly & daily
708,422.0,0.0,422.0,,,,1.9396705784294777,11.785531217751574,128.00331225105265,True,hourly & daily & monthly,None
712,98.0,56.0,154.0,,,,2.8527546734870293,17.38084988762643,141.0713311884448,True,hourly & daily & monthly,None
715,215.0,10.0,225.0,,,,2.4304738442029197,15.279291216191087,137.33765954674686,True,hourly & daily & monthly,None
720,122.0,60.0,182.0,1.25,,,1.25,15.590970080889221,136.80927914078788,True,daily & monthly,hourly
733,43.0,215.0,258.0,5.625,10.0,,5.625,10.0,124.95815030704732,True,monthly,hourly & daily
736,10.0,100.0,110.0,,,,3.2041247729840205,18.99106166328334,143.52018993397007,True,hourly & daily & monthly,None
738,71.0,0.0,71.0,,,,2.7110192156889075,17.656433755834236,144.47926818662722,True,hourly & daily & monthly,None
741,6.0,117.0,123.0,,,,3.273954168381334,19.111402398525225,143.0581385418172,True,hourly & daily & monthly,None
744,53.0,0.0,53.0,,,,2.7505755560611864,17.957505680864116,145.32418900383618,True,hourly & daily & monthly,None
747,674.0,64.0,738.0,3.5,8.0,180.0,3.5,8.0,180.0,False,,hourly & daily & monthly
750,127.0,11.0,138.0,,,,2.6274509322832817,16.754341691285646,141.43015933176974,True,hourly & daily & monthly,None
751,38.0,272.0,310.0,1.25,,,1.25,16.815045039716615,130.84506902626453,True,daily & monthly,hourly
760,51.0,71.0,122.0,1.25,,,1.25,16.641075345175864,139.3535578312117,True,daily & monthly,hourly
761,101.0,15.0,116.0,,,,2.6989500089734695,17.201796505011615,142.49770367129918,True,hourly & daily & monthly,None
763,58.0,0.0,58.0,,,,2.739587683735554,17.87387459057804,145.08948877683372,True,hourly & daily & monthly,None
764,53.0,0.0,53.0,,,,2.7505755560611864,17.957505680864116,145.32418900383618,True,hourly & daily & monthly,None
775,70.0,0.0,70.0,,,,2.7132167901540343,17.67315997389145,144.52620823202773,True,hourly & daily & monthly,None
786,85.0,50.0,135.0,,,,2.8597799306383327,17.579431006012694,141.9108970399765,True,hourly & daily & monthly,None
792,286.0,130.0,416.0,5.0,10.9285714285714,110.238095238095,5.0,10.9285714285714,110.238095238095,False,,hourly & daily & monthly
795,200.0,31.0,231.0,1.25,,,1.25,14.438889230663193,134.7770514236706,True,daily & monthly,hourly
796,173.0,24.0,197.0,,,,2.5730394638273695,16.025798379428398,138.7740025104755,True,hourly & daily & monthly,None
800,38.0,0.0,38.0,,,,2.783539173038085,18.208398951722348,146.02828968484366,True,hourly & daily & monthly,None
802,52.0,281.0,333.0,0.25,,,0.25,15.709537655717472,127.93022492437356,True,daily & monthly,hourly
805,326.0,0.0,326.0,,,,2.1506377270816306,13.39124815124427,132.5095566095004,True,hourly & daily & monthly,None
806,354.0,70.0,424.0,1.25,,,1.25,12.155414218418956,126.42350262582924,True,daily & monthly,hourly
809,204.0,543.0,747.0,1.0,11.5,100.0,1.0,11.5,100.0,False,,hourly & daily & monthly
812,114.0,10.0,124.0,,,,2.652428865180703,16.96863923996986,142.07860413219709,True,hourly & daily & monthly,None
813,8.0,63.0,71.0,1.0,,,1.0,17.054048968822283,141.0783625664323,True,daily & monthly,hourly
822,52.0,3.0,55.0,,,,2.763544735973983,17.983661757100098,145.25645641857406,True,hourly & daily & monthly,None
825,44.0,0.0,44.0,,,,2.770353726247326,18.108041643379057,145.74664941244066,True,hourly & daily & monthly,None
839,38.0,0.0,38.0,,,,2.783539173038085,18.208398951722348,146.02828968484366,True,hourly & daily & monthly,None
841,64.0,0.0,64.0,,,,2.7264022369447933,17.773517282234742,144.80784850443072,True,hourly & daily & monthly,None
860,69.0,0.0,69.0,,,,2.71541436461916,17.689886191948663,144.57314827742823,True,hourly & daily & monthly,None
861,12.0,0.0,12.0,,,,2.8406761091313757,18.643280621209954,147.2487308652566,True,hourly & daily & monthly,None
866,18.0,60.0,78.0,0.817659629344006,,,0.817659629344006,16.74264490407752,140.43727489372844,True,daily & monthly,hourly
872,49.0,151.0,200.0,2.861817846607665,11.75,,2.861817846607665,11.75,129.01838443419788,True,monthly,hourly & daily
891,80.0,62.0,142.0,1.25,,,1.25,16.212573676726095,138.51761477755105,True,daily & monthly,hourly
898,86.0,13.0,99.0,1.25,,,1.25,16.128253995041018,140.47060017650585,True,daily & monthly,hourly
899,219.0,9.0,228.0,1.25,,,1.25,14.159627983817334,134.9556364137489,True,daily & monthly,hourly
901,154.0,68.0,222.0,,,,2.772776925230629,16.481901109137432,137.98399812336643,True,hourly & daily & monthly,None
904,27.0,0.0,27.0,,,,2.807712492154478,18.392387350351722,146.54463018424912,True,hourly & daily & monthly,None
905,259.0,0.0,259.0,,,,2.2978752162451106,14.511904761077709,135.65453965133372,True,hourly & daily & monthly,None
913,430.0,0.0,430.0,,,,1.922089982708465,11.651721473293847,127.62779188784867,True,hourly & daily & monthly,None
915,65.0,33.0,98.0,,,,2.8426923224040563,17.860519504143983,143.49950952174134,True,hourly & daily & monthly,None
929,,0.0,,,,,2.4936520461689686,16.002004869093042,139.8363198052372,True,hourly & daily & monthly,None
931,44.0,0.0,44.0,,,,2.770353726247326,18.108041643379057,145.74664941244066,True,hourly & daily & monthly,None
932,20.0,108.0,128.0,30.0,30.0,,30.0,30.0,173.8510946945882,True,monthly,hourly & daily
933,34.0,15.0,49.0,1.25,,,1.25,16.8979022479289,142.60715877025484,True,daily & monthly,hourly
937,276.0,0.0,276.0,,,,2.2605164503379584,14.227559054105043,134.85655887952527,True,hourly & daily & monthly,None
938,176.0,195.0,371.0,,,,3.1804282509492823,16.513121641446563,132.09684242650434,True,hourly & daily & monthly,None
940,69.0,65.0,134.0,1.25,,,1.25,16.37514685381615,138.85335885636937,True,daily & monthly,hourly
944,177.0,121.0,298.0,,,,2.9125310754415854,16.26379225497972,134.8784939374486,True,hourly & daily & monthly,None
961,72.0,10.0,82.0,1.25,,,1.25,16.33579246057849,141.20541349015215,True,daily & monthly,hourly
962,130.0,0.0,130.0,,,,2.5813623222464384,16.669586890458515,141.70980550799788,True,hourly & daily & monthly,None
981,132.0,64.0,196.0,1.25,,,1.25,15.442557496283477,136.20065461864723,True,daily & monthly,hourly
982,36.0,84.0,120.0,9.0,12.0,,9.0,12.0,135.83056699973392,True,monthly,hourly & daily
984,5.0,91.0,96.0,7.375,18.5,200.0,7.375,18.5,200.0,False,,hourly & daily & monthly
991,14.0,0.0,14.0,,,,2.836280960201123,18.609828185095527,147.1548507744556,True,hourly & daily & monthly,None
1003,20.0,45.0,65.0,15.0,15.0,,15.0,15.0,145.64900296782545,True,monthly,hourly & daily
1006,63.0,0.0,63.0,,,,2.72859981140992,17.790243500291957,144.8547885498312,True,hourly & daily & monthly,None
1013,336.0,15.0,351.0,1.0,,,1.0,12.20259934820602,129.1974683591542,True,daily & monthly,hourly
1015,210.0,113.0,323.0,5.02259036144578,10.0,,5.02259036144578,10.0,125.92781892777552,True,monthly,hourly & daily
1016,116.0,39.0,155.0,1.25,,,1.25,15.681728494782199,138.0133211320421,True,daily & monthly,hourly
1017,340.0,368.0,708.0,1.25,,,1.25,12.33526613546243,113.58309816157671,True,daily & monthly,hourly
1038,349.0,42.0,391.0,1.25,,,1.25,12.232012039827625,127.90042506040578,True,daily & monthly,hourly
1041,0.0,464.0,464.0,1.625,16.0,,1.625,16.0,121.89078805440757,True,monthly,hourly & daily
1044,136.0,300.0,436.0,4.67325227963525,12.2310030395136,,4.67325227963525,12.2310030395136,122.27598110827418,True,monthly,hourly & daily
1045,48.0,0.0,48.0,,,,2.7615634283868187,18.04113677115019,145.55888923083867,True,hourly & daily & monthly,None
1050,371.0,158.0,529.0,7.149999999999985,18.3892857142857,137.142857142857,7.149999999999985,18.3892857142857,137.142857142857,False,,hourly & daily & monthly
1051,80.0,0.0,80.0,,,,2.691241045502769,17.505897793319292,144.05680777802274,True,hourly & daily & monthly,None
1054,14.0,10.0,24.0,1.25,,,1.25,17.194451471474345,143.68910664067005,True,daily & monthly,hourly
1056,117.0,140.0,257.0,1.0,,,1.0,15.433279601537585,132.93800220605667,True,daily & monthly,hourly
1057,276.0,0.0,276.0,,,,2.2605164503379584,14.227559054105043,134.85655887952527,True,hourly & daily & monthly,None
1062,58.0,86.0,144.0,1.25,,,1.25,16.53606435690989,138.37729589199108,True,daily & monthly,hourly
1068,5.0,37.0,42.0,,,,2.9889089309085484,18.876665731815276,146.1630154048877,True,hourly & daily & monthly,None
1074,2.0,0.0,2.0,,,,2.862651853782641,18.810542801782105,147.71813131926154,True,hourly & daily & monthly,None
1081,34.0,34.0,68.0,,,,2.9144076659722047,18.382175549977255,144.9164267189359,True,hourly & daily & monthly,None
1082,107.0,5.0,112.0,,,,2.649859210690471,17.070006336072424,142.59830550110496,True,hourly & daily & monthly,None
1084,203.0,0.0,203.0,,,,2.4209393862921984,15.448572972281777,138.28318219376158,True,hourly & daily & monthly,None
1094,9.0,163.0,172.0,7.625,16.5,210.0,7.625,16.5,210.0,False,,hourly & daily & monthly
1096,118.0,63.0,181.0,1.25,,,1.25,15.649911998043574,136.84526714971614,True,daily & monthly,hourly
1111,182.0,21.0,203.0,1.25,,,1.25,14.706289432241853,135.99885665913212,True,daily & monthly,hourly
1114,2.0,118.0,120.0,,,,3.286335001391064,19.181450556813676,143.2076745131983,True,hourly & daily & monthly,None
1145,144.0,89.0,233.0,2.09186046511627,13.4790697674418,61.4046511627907,2.09186046511627,13.4790697674418,61.4046511627907,False,,hourly & daily & monthly
1147,188.0,20.0,208.0,,,,2.525713706253575,15.762331964331803,138.22279867035152,True,hourly & daily & monthly,None
1153,157.0,0.0,157.0,,,,2.5220278116880217,16.2179790029137,140.44242428218448,True,hourly & daily & monthly,None
1155,54.0,99.0,153.0,0.5,,,0.5,15.921023684830217,136.530208657648,True,daily & monthly,hourly
1156,160.0,0.0,160.0,,,,2.5154350882926413,16.167800348742052,140.30160414598296,True,hourly & daily & monthly,None
1163,69.0,30.0,99.0,,,,2.8231304190958784,17.78418477373635,143.42642197080198,True,hourly & daily & monthly,None
1164,308.0,29.0,337.0,,,,2.2943195867814024,13.783475372002243,132.24597533030396,True,hourly & daily & monthly,None
1177,25.0,0.0,25.0,,,,2.81210764108473,18.42583978646615,146.63851027505012,True,hourly & daily & monthly,None
1178,508.0,538.0,,1.25,,,1.25,9.832478975929131,98.72188596513546,True,daily & monthly,hourly
1181,65.0,0.0,65.0,,,,2.7242046624796665,17.756791064177524,144.76090845903022,True,hourly & daily & monthly,None
1183,148.0,0.0,148.0,,,,2.541805981874161,16.368514965428634,140.86488469078893,True,hourly & daily & monthly,None
1185,10.0,529.0,539.0,3.625,28.0,,3.625,28.0,138.45998489204635,True,monthly,hourly & daily
1196,14.0,52.0,66.0,1.25,,,1.25,17.190588232149597,141.79489020654464,True,daily & monthly,hourly
1201,81.0,0.0,81.0,,,,2.689043471037642,17.48917157526208,144.00986773262227,True,hourly & daily & monthly,None
1202,8.0,92.0,100.0,1.25,,,1.25,17.27573575083283,140.24780832918813,True,daily & monthly,hourly
1213,8.0,80.0,88.0,4.625,8.5,,4.625,8.5,128.8738267561761,True,monthly,hourly & daily
1215,166.0,104.0,270.0,1.25,,,1.25,14.935526386762664,132.94068091334734,True,daily & monthly,hourly
1233,143.0,0.0,143.0,,,,2.5527938541997934,16.452146055714714,141.09958491779142,True,hourly & daily & monthly,None
1237,40.0,50.0,90.0,1.25,,,1.25,16.805856087594343,140.77171130095883,True,daily & monthly,hourly
1238,105.0,0.0,105.0,,,,2.636301683874605,17.087742341888905,142.88330664301031,True,hourly & daily & monthly,None
1247,140.0,51.0,191.0,2.125,18.6,,2.125,18.6,141.98658660921856,True,monthly,hourly & daily
1253,101.0,130.0,231.0,5.625,10.0,182.5,5.625,10.0,182.5,False,,hourly & daily & monthly
1258,93.0,194.0,287.0,2.8076923076923,6.53846153846153,,2.8076923076923,6.53846153846153,118.08152472659445,True,monthly,hourly & daily
1269,38.0,197.0,235.0,10.625,30.0,150.0,10.625,30.0,150.0,False,,hourly & daily & monthly
1272,0.0,125.0,125.0,1.1402902305879,,,1.1402902305879,17.29268065903418,138.89259082833217,True,daily & monthly,hourly
1286,434.0,0.0,434.0,,,,1.9132996848479586,11.584816601064984,127.44003170624667,True,hourly & daily & monthly,None
1291,87.0,0.0,87.0,,,,2.675858024246882,17.38881426691879,143.72822746021927,True,hourly & daily & monthly,None
1293,95.0,276.0,371.0,1.25,,,1.25,15.970822566971126,128.2237966062904,True,daily & monthly,hourly
1304,0.0,176.0,176.0,0.758627953376148,,,0.758627953376148,16.945479356528402,135.86371406582958,True,daily & monthly,hourly
1305,5.0,291.0,296.0,3.625,14.0,,3.625,14.0,127.48673573514205,True,monthly,hourly & daily
1306,30.0,427.0,457.0,2.5,11.99,,2.5,11.99,117.17367061349482,True,monthly,hourly & daily
1307,276.0,6.0,282.0,,,,2.2820596612333017,14.24641877046258,134.62721361820002,True,hourly & daily & monthly,None
1315,117.0,0.0,117.0,,,,2.609930790293085,16.88702772520232,142.32002609820435,True,hourly & daily & monthly,None
1321,133.0,1.0,134.0,1.25,,,1.25,15.433547889565489,138.99915697413678,True,daily & monthly,hourly
1323,174.0,0.0,174.0,,,,2.4846690457808696,15.933633295941032,139.644443510376,True,hourly & daily & monthly,None
1327,145.0,12.0,157.0,1.25,,,1.25,15.254882500328748,137.98918512157806,True,daily & monthly,hourly
1328,24.0,24.0,48.0,,,,2.9004780591312307,18.518004869953515,145.7680692751496,True,hourly & daily & monthly,None
1332,0.0,85.0,85.0,1.25,,,1.25,17.39481534969443,140.90608943379772,True,daily & monthly,hourly
1335,16.0,52.0,68.0,,,,3.0185936390305135,18.73982662407975,145.0733117521691,True,hourly & daily & monthly,None
1342,135.0,99.0,234.0,0.817179903080043,,,0.817179903080043,15.006504608404377,133.66723503376264,True,daily & monthly,hourly
1344,334.0,0.0,334.0,,,,2.133057131360616,13.257438406786541,132.13403624629643,True,hourly & daily & monthly,None
1349,34.0,44.0,78.0,,,,2.950313017464444,18.41360841057315,144.53418461672715,True,hourly & daily & monthly,None
1357,90.0,0.0,90.0,,,,2.6692653008515026,17.338635612747144,143.5874073240178,True,hourly & daily & monthly,None
1359,54.0,0.0,54.0,,,,2.7483779815960596,17.940779462806898,145.27724895843568,True,hourly & daily & monthly,None
1364,122.0,495.0,617.0,1.07956433513439,,,1.07956433513439,15.398006091630975,116.86517422443117,True,daily & monthly,hourly
1365,48.0,0.0,48.0,,,,2.7615634283868187,18.04113677115019,145.55888923083867,True,hourly & daily & monthly,None
